eq_y,eq_d,loss_y,loss_d,terms_added,dict_size,n_selected,S_y,S_d,S_union
x2*2.9418473 + x3*2.0189266 + x4 - x5 + (x0 - x1 - x3)*5.0185847 - 0.031192988,x34*0.1458083,1.2519057,0.80374897,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
-x1 + x4 - x5 + (x0 - x1 + (x2 - x3)*0.68184054)*4.4006524,(0.0949979903201536*x40**2)*x46,1.1861078,0.8176786,1,51,7,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[np.int64(50)],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]"
x4 - x5 + (x0 + x0 - x1 - x1 + x2 - x3)*2.5851254,x33*0.11250326,1.1927321,0.82836646,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x1*(-5.0727086) - x5 - (-2.9079988)*(x2 + x4*0.3502439 - (x0*(-1.7184968) + x3)) - 0.005850977,(x36 + x48 + x7)*(-x27 + x42 + x42 + 2.003238)*(x47 - 0.775817)*(-0.05420404),1.2552823,0.92148054,9,59,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - x5 + (-x3 + (x0 - x1 - 0.6038041*(x0 - (x0 + x2)))*1.7226149)*2.9025872,x14**2*x5*(-0.11216885),1.3984995,0.92881346,1,51,8,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(20), np.int64(50)]",[np.int64(50)],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(20), np.int64(50)]"
-x1 - x1 + x4 + (x0 - x1 + x2 + x2 - x3 - x5 - (x1 - 0.72081006) - (x3 + (x0 - 0.31045553)*(-2.3949742)))*1.4683124,(x32**2 + x8 - (-x18 + x48) - 1.77793)*(-0.06398576)*(x14 + x20 - x26),1.214754,1.0020168,12,62,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - x5 + (x0 - x1 + x2 - (x3 - (-x1 - (0.6270052 - x0) - 0.99269944)) - 0.3716272 - 1*(-2.0242794))*2.595814,(x12*(x16 - x34) - x16 + x32)*0.13048688,1.1966302,0.8958995,2,52,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - (x5 + 0.0050346185) + (x2 - x3 + (x0 - x1)*1.6718302)*2.9984345,(x30 + x33)*(-0.12961228),1.188604,0.9032211,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
-x5 + (-x1 + (x2 + x4*0.36611772 - (-x0 - x0 - (0.9097885 - x3) + 0.925078))*0.5290032)*5.0555983,(x33**2*x40**2)*(-0.05115981),1.2361354,0.8936956,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x2 + x4 - 4.992366*(-x0 + x1 + x3*0.60613906) - (-x2 - x2 + x5),x43*(0.18214555 - 0.03749293*x2**2*x28**2),1.2473302,0.9209889,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - x5 + 0.00803232425186522*(x3 + x36)**2 + (x2 - x3 + (x0 - x1)*1.6760346)*3.017389,(x49 - (x21**2 + x34))*x3*0.101652876,1.0878322,0.88251466,6,56,9,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50), np.int64(55)]","[np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50), np.int64(51), np.int64(55)]"
x4 - x5 + (-x0 + x1)*(-4.9931955) - 3.001514*(-x2 + x3),(-x24 + x8)*(x46 - 1*0.87489545)**2*(-0.053626712),1.2766514,0.87191206,4,54,9,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(50), np.int64(51), np.int64(53)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50), np.int64(51), np.int64(53)]"
x4 - x5 + (x0 + x0 - x1 - 0.8926356*x1 + x2 - x3)*2.650247,(x35 + x7)*(x16*(-0.07925229) - 0.11714245),1.2911949,0.94598526,2,52,7,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(35)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(35)]"
x4 - x5 + 2.629214*(x0 + x0 - x1 - x1 + x2 - x3),x22*(-0.16675462),1.4217963,0.8639526,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x1*(-5.098297) + x4 - x5 - (-1.9421449)*(x0 - (-1.4979494)*(0.03395634 - (x3 - (x0 + x2)))) + 0.12075216,x8*0.1460366,1.2452861,0.8449327,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - x5 + (x0 + x2 - (-0.94481975)*(-x1 - x3 - (-x0 + x1) - 0.013104714))*2.6745512,(0.059686128 - x30)*(x17 + x42)*0.14921413,1.3226197,1.0557833,2,52,9,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(42), np.int64(50)]","[np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(42), np.int64(50), np.int64(51)]"
((x0 - (x3 - (-x2 - (x5 - (-x1 + x4)) + (x0 - x1 + x2 + 0.21503443)*3.9635806)))*0.5196906 - (x3 - 1*(-0.44389862)))*1.9525511,x12*x26*0.15860394,1.2721558,0.80119437,1,51,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x0 + x0*3.9771261 - x1 + x4 - x5 - (-(-3.9570503)*x1 + (0.032408025 - (x2 - x3))*3.0362527),0.19101572*log((0.2938627 - x37)**2*(-x24 + x26 + x28)**2 + 0.2664093842191),1.120178,0.8112748,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
-(x0 + x1 + x5 - (-0.9084987*x1 + x4)) + (x0 + x0 - x1 + x2 - x3)*3.1923184,x7*0.11625596,1.185431,0.87508196,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
-x5 + (x2 - x3 + x4*0.32551843 - (-1.6637653)*(x0 - x1) - 1*(-0.07852882))*3.0032964 - 0.18564071,(x27 + x36*(x43 - (x13 - x45)) - (x13**2*x49 + x20 - 0.89246655))*(-0.10141421),1.2507977,0.87943786,4,54,7,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[np.int64(50)],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]"
x0 - x1 + x3 + x4 - x5 + (x0 + x2*0.7554927 - (x1 + x3))*3.9654114,(-x16*(x35**2 - (x16 - (-(x31 + x35) - 1.3483498))) - 1.4808347)*(-0.10999688)*x14,1.268329,0.9425696,2,52,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - x5 + (x0 + x0 + x1*(-1.8828362) + x2 - x3 - 1*(-0.057429958))*2.6589959 - 1*0.19033495,x6*x49*(-0.1543341),1.5003011,0.8846503,1,51,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - x5 + (x0 - x1 + (x2 - x3)*0.5996454)*4.983391,x10**4*0.019456131,1.1678774,1.0634245,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x0 + x4 - (-(-3.071098)*x3 + x5 - 2.9909098*(0.058409385 - x1) - (x0 - (-x1 + x4*0.038703334)) + (x0 - x1 + x2 + 0.012475595)*(-2.979381)) - 0.2460989,(x31 + 0.5399436)*x22*(-0.16704328)*(x28 + 0.4371764)*x26,1.1506014,0.88732344,1,51,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
-4.928874*x1 + x3*(-2.9142776) + x4 - x5 + (x0 + x0 + x2)*2.6481571,(x31**2*x47**2)*(-0.050253265),1.2683038,0.92247885,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - x5 - (-2.5011034)*(x0 + x0 + (x1*1.6576006 - x2 + x3 - 1.8538628)*(-1.1992055) - 0.9884576) - 3.0945067,-0.046521887*(-2.6741505*x48 + (x31 + x45)**2 + (x36 - x37**2)*(-x10 + x16**2 + x24**2 + x31)),1.09893,0.8840912,9,59,10,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(50), np.int64(51), np.int64(52), np.int64(57)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50), np.int64(51), np.int64(52), np.int64(57)]"
x4 - x5 + (x2 - x3 + (x0 - x1)*1.6348222)*3.058024,x22*x11*(-0.12762046),1.2204498,0.79036564,1,51,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - x5 + (-x0 + x1)*(-5.0349154) + (x2 - x3)*2.9897068,sqrt((0.109112635*x13 + 0.109112635*x17 + 0.109112635*x35 + 0.109112635*sqrt((x46 + (x37 - 0.4277106)*(x2 - x23**2 - 0.7991049))**2))**2) - 0.25534955,1.2336147,0.89880955,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x0 - x1 + x2 + x2 + x4 - x5 - (-x0 - 0.30896124) - (x3 - (x0 + x2) + 0.3769286) - 1.9856567*(-x0 + x1 + x1 + x3),x19**2*(x16 + x19)*(-0.056953095),1.3893702,0.90942043,1,51,7,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[np.int64(50)],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]"
x0*2.3649452 + x4 - x5 + (x0 - x1 - x3 - (x1 - (x2 + 0.23417704)))*2.6469166 - 0.6119811,x13*x44**2*0.1049956,1.1136476,0.9356279,1,51,7,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]",[np.int64(50)],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]"
x0 - x1 - x2 + x4 - x5 + (x0 - x1 + x2 - x3)*3.7983873,x11*0.17055617*x33,1.2809358,0.90781385,1,51,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - x5 + (x0 + x2 - (x1 + x1) - (-(x0 - x3) - 0.013182402))*2.613396,0.00177262439988313*x36**4*x7**4,1.0908121,0.89768946,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - x5 + (x0 + x0 - x1 - x1 + x2 - x3)*2.5722857,(x41 + x43**2 + x43)*x20*0.10604238,1.0847389,0.93010104,3,53,7,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[np.int64(50)],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]"
x0*1.8853112 + x4 - x5 - 3.080434*(0.54023296 - (x0 - (x1*0.6386736 - x2 - 0.55532694))) + (x1 + x3)*(-3.0489166),x13**2*x20*(-0.13504966),1.2580361,0.89309144,1,51,7,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]",[np.int64(50)],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]"
x4 - x5 + (-x0 - x0 + x1 + x1 + x3 - (x2 - 1*0.036470596))*(-2.625432),(-x14 + x46*(-0.58825856)*x46 + x48)*0.18264738*(0.35482942043536*x2**2),1.4065639,0.91051435,2,52,9,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(21)]","[np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(21), np.int64(50), np.int64(51)]"
-(-2.9499018)*x2 + x4 - x5 + 2.4946277*(x0 + x0 - x1 - x1 + x3*(-1.1876038)),(x16*(x18*x46 - x37) - x29)*2.3579118*0.056589186,1.1318427,0.82679886,1,51,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - x5 - 4.979042*(-x0 + x1) + (x2 - x3)*2.9826868 - 0.15885825 + 0.06635775,x3*x44**2*(-0.13372523),1.0549649,0.8539527,1,51,7,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[np.int64(50)],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]"
x0 + x4 - x5 + (x0 + x0 + x0 - 3.365948*x1 + x2 + x2 - x3 - x3 - 1.1044937)*1.4693286 + 1.4669303,0.056582633*x15*(0.8699585 - x0)*(-x15 + x24 - 1.7314823),1.1470304,0.87166995,4,54,7,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]",[np.int64(50)],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]"
x4 - x5 + (x2 - x3 + (x0 - x1)*1.6489575)*3.1518357,x44*(x21 - x29)*0.12317026,1.2333559,0.9453138,2,52,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - x5 + (x0 + x0 - x1 - x1 + x2 - x3)*2.6019828,x10*(-0.22475699)*x12*x1,1.2861837,0.93958175,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - x5 + 2.5444708*(x0 + x0 - x1 + x2 - (x1 + x3)),0.11603729*(-x29 + x43),1.3642073,0.92619836,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x2 + x4 - (-x2 - x2 + x5 + (x3 - 1*0.27321518546001)*2.824817) + (x0 - (x1 - 0.09741848) - 0.60761094 + 0.06812451 - 1*(-0.30646607))*5.093619,(x33 - x4 - 1*(-1.3802212))*x46*x36*0.1271937,1.217684,0.9514048,1,51,7,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[np.int64(50)],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]"
x4 - (x5 - (x0 + x0) - 1*(-0.25777742)) + (x0 - x1 - x1 + x2 - x3 - 1*(-0.124693386))*2.7092,(x17**2*x4**2)*x17*0.019502271*(x2 + x43)*x4,1.2375853,0.9031155,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x0*5.035213 + x1*(-5.028256) + x2 + x2 + x2 - x3 + x4 - (x3 + x3 + x5) - 1*1.9116046 + 1.8806107,0.00199172934315202*(x31*x34 + x32)**4,1.0950731,0.8780157,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - x5 + (x0 + x0 - x1 - x1 + x2 + x3*(-1.1552681) - 0.7985094 - 1*0.6665138 - 1*0.6203772 + 2.075766)*2.5669947,x36*x9*(-0.17849955),1.2972506,0.8622548,1,51,7,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[np.int64(50)],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]"
(x2 - x3 + x4 - (-3.744627)*(x0 - x1) - (-x2 + x3 + x5))*1.3144021,x20*0.14825037,1.1205895,0.8605388,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x0 + x0 - x1 - x1 + x4 + x5*(-0.7871252) + (x0 + x2 - (x1 + x3))*2.965635,x15*0.11292997,1.133358,0.8107851,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x3 + (x0 - x1 - x3)*4.984952 - (-x3 - x4 + x5 + (0.3336542 - x2)*3.0018287) + 0.11086138 - 1*(-0.90431297),-0.08305511*x31**2 + (-x23**2 + x38 + (x13 + x2 + x34 + 1.1583405)**2 - 5.022983)*(-0.038829427),1.3464277,0.92395914,8,58,7,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[np.int64(55)],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(55)]"
x0*5.0357914 + x4 - x5 + (x1*(-1.6839575) + x2 - x3)*2.9486175 - 1*0.026458396,x42*x10*(-0.16031009),1.2307726,0.85237116,1,51,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
-x5 - (0.051345695 - x4) + (x0 - x1 + (x2 - x3)*0.6160098)*4.961939,-(-0.1517028)*x31*x2**2*x39**2 - 0.13260113,1.1800554,0.8628929,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 + (x0**2 - x1)*5.0759287 + (-x3 + (x2 - 0.027271062)**2)*3.0056648,x34*0.1458083,1.2316891,0.82357305,2,52,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
x4 + (x0**2 + x0**2 - x1 + 0.210743208271418*x2**2 + x2**2 - x3 - (x1 - 1*(-0.07263461)))*2.5148087 + 0.16821119,0.000942514428135028*(x46 - (x0 - x12) + 1.4349244)**4,1.2123827,0.81669074,13,63,7,"[np.int64(1), np.int64(3), np.int64(4), np.int64(54), np.int64(59), np.int64(60)]","[np.int64(54), np.int64(55)]","[np.int64(1), np.int64(3), np.int64(4), np.int64(54), np.int64(55), np.int64(59), np.int64(60)]"
x0**2*5.015077 + x2**2 + x2 + x3 + (0.29658514 - x2)*(-x2 - x2 + 0.45555586) - (x1 - x4) + (-x1 - x3 - 0.026457448)*3.954505 - 1*0.010571784,(x17*(-x11 + x18**2 - x31 + x32 - 1*1.1800992) + x33)*0.122605465,1.1727406,0.8195326,6,56,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(54), np.int64(55)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(54), np.int64(55)]"
4.95258630921649*x0**2 - x1 - x1 - 2.9109428*x3 + x4 + (-x1 + x2**2)*3.008232,(0.0738617375930256*x23**2)*(x3 + x30),1.2258121,0.94381136,4,54,7,"[np.int64(1), np.int64(3), np.int64(4), np.int64(52), np.int64(53)]","[np.int64(50), np.int64(51)]","[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51), np.int64(52), np.int64(53)]"
5.01750412845796*x0**2 + x1*(-2.0231104) + x4 - 2.9773223*(x3 - (-x1 + x2**2)),x5*x14**2*(-0.11218491),1.4370488,0.92405057,3,53,6,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51), np.int64(52)]",[np.int64(50)],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51), np.int64(52)]"
-5.02021408591441*x1 + 3.0030198*x2**2 - 3.0030198*x3 + x4 + 3.0030198*(x0 - 0.21495605)**2 + 2.01719428591441*(x0 + 0.3115868)**2 - 0.355424373818779,(x14**2 - x37)*0.09305248*x37,1.247675,0.9752205,4,54,7,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51), np.int64(52)]","[np.int64(50), np.int64(53)]","[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51), np.int64(52), np.int64(53)]"
x4 + (x2**2 - x3 + (x0**2 - x1)*1.6232425)*3.0303364,(x44*0.032296713 - 1*0.102247395)*(x44*(-x12 + x2)*(x31*x45*x9 + 1.049052) - (x1 + x12 - (x15*(x44*(-x12 + x7) + x45*1.0312777 + x7) - (x18 - x2)))) + 0.036299236,1.1933709,0.9012107,10,60,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(58), np.int64(59)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(58), np.int64(59)]"
x4 + 3.006344*(1.611069179841*x0**2 - 1.6280371*x1 - (-(x2**2 - x3) - 0.2101381)),x33*(-0.12149464),1.1773158,0.8659292,2,52,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
5.01247439765136*x0**2 + x1*(-5.0497804) - (-3.000809)*x2**2 - 3.0135434*x3 + x4,(x33**2*x40**2)*(-0.051161967),1.2597978,0.9013814,2,52,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
x4 + (x2**2 - x3 + (x0**2 - x1)*1.6927134)*2.98166 - 0.096640274,x43*0.14503004,1.2725441,0.8957239,2,52,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
2.96999209332225*x2**2 + x4 + (1.894790792196*x0**2 - x3 - (x1 + x1))*2.6063912,x3*(-0.17544867)*x34,1.0837971,0.9211232,3,53,6,"[np.int64(1), np.int64(3), np.int64(4), np.int64(51), np.int64(52)]",[np.int64(50)],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51), np.int64(52)]"
-3*x3 + x4 + sqrt((-5.0005918*x0**2 + 5.0005918*x1 - 2.98174472283779*x2**2 - 13.920676)**2) - 13.890187,(x11 + x34)*(0.0321979886664804*(x11 - x8)**2),1.2687275,0.90719104,4,54,38,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(11), np.int64(12), np.int64(15), np.int64(17), np.int64(18), np.int64(19), np.int64(22), np.int64(24), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(35), np.int64(36), np.int64(37), np.int64(40), np.int64(41), np.int64(42), np.int64(44), np.int64(46), np.int64(47), np.int64(49), np.int64(51), np.int64(52), np.int64(53)]",[np.int64(52)],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(11), np.int64(12), np.int64(15), np.int64(17), np.int64(18), np.int64(19), np.int64(22), np.int64(24), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(35), np.int64(36), np.int64(37), np.int64(40), np.int64(41), np.int64(42), np.int64(44), np.int64(46), np.int64(47), np.int64(49), np.int64(51), np.int64(52), np.int64(53)]"
4.94638372378089*x0**2 + x1*(-5.008684) + x4 + (0.985243325281178*x2**2 - x3 + 0.11845112)*3.0592914 - 1*0.37049672,x40*(x40 - (x37 - x38*x47 - (0.733637 - x36)))*x9*(-0.092331424),1.308925,0.97408843,4,54,6,"[np.int64(1), np.int64(3), np.int64(4), np.int64(52), np.int64(53)]",[np.int64(50)],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(52), np.int64(53)]"
x4 + (x0**2 - (x1 - 0.6069999*(x2**2 - x3)))*4.9917965,x22*(-0.16675623),1.2368946,0.8936499,2,52,6,"[np.int64(1), np.int64(3), np.int64(4), np.int64(26), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(26), np.int64(50), np.int64(51)]"
x4 + (x2**2 - x3 + (x0**2 - x1)*1.6728714)*3.0072267,x8*0.1460366,1.2266625,0.8370496,2,52,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
